	description	name
247	Lugia is a Psychic/Flying type Pokémon introduced in Generation 2. It is known as the Diving Pokémon.	Lugia
248	Ho-oh is a Fire/Flying type Pokémon introduced in Generation 2. It is known as the Rainbow Pokémon.	Ho-oh
249	Celebi is a Psychic/Grass type Pokémon introduced in Generation 2. It is known as the Time Travel Pokémon.	Celebi
250	Treecko is a Grass type Pokémon introduced in Generation 3. It is known as the Wood Gecko Pokémon.	Treecko
251	Grovyle is a Grass type Pokémon introduced in Generation 3. It is known as the Wood Gecko Pokémon.	Grovyle
252	"Sceptile is a Grass type Pokémon introduced in Generation 3. It is known as the Forest Pokémon.
Sceptile has a Mega Evolution, available from Omega Ruby & Alpha Sapphire onwards."	Sceptile
253	Torchic is a Fire type Pokémon introduced in Generation 3. It is known as the Chick Pokémon.	Torchic
254	Combusken is a Fire/Fighting type Pokémon introduced in Generation 3. It is known as the Young Fowl Pokémon.	Combusken
255	"Blaziken is a Fire/Fighting type Pokémon introduced in Generation 3. It is known as the Blaze Pokémon.
Blaziken has a Mega Evolution, available from X & Y onwards."	Blaziken
256	Mudkip is a Water type Pokémon introduced in Generation 3. It is known as the Mud Fish Pokémon.	Mudkip
257	Marshtomp is a Water/Ground type Pokémon introduced in Generation 3. It is known as the Mud Fish Pokémon.	Marshtomp
258	"Swampert is a Water/Ground type Pokémon introduced in Generation 3. It is known as the Mud Fish Pokémon.
Swampert has a Mega Evolution, available from Omega Ruby & Alpha Sapphire onwards."	Swampert
259	Poochyena is a Dark type Pokémon introduced in Generation 3. It is known as the Bite Pokémon.	Poochyena
260	Mightyena is a Dark type Pokémon introduced in Generation 3. It is known as the Bite Pokémon.	Mightyena
261	Zigzagoon is a Normal type Pokémon introduced in Generation 3. It is known as the TinyRaccoon Pokémon.	Zigzagoon
262	Linoone is a Normal type Pokémon introduced in Generation 3. It is known as the Rushing Pokémon.	Linoone
263	Wurmple is a Bug type Pokémon introduced in Generation 3. It is known as the Worm Pokémon.	Wurmple
264	Silcoon is a Bug type Pokémon introduced in Generation 3. It is known as the Cocoon Pokémon.	Silcoon
265	Beautifly is a Bug/Flying type Pokémon introduced in Generation 3. It is known as the Butterfly Pokémon.	Beautifly
266	Cascoon is a Bug type Pokémon introduced in Generation 3. It is known as the Cocoon Pokémon.	Cascoon
267	Dustox is a Bug/Poison type Pokémon introduced in Generation 3. It is known as the Poison Moth Pokémon.	Dustox
268	Lotad is a Water/Grass type Pokémon introduced in Generation 3. It is known as the Water Weed Pokémon.	Lotad
269	Lombre is a Water/Grass type Pokémon introduced in Generation 3. It is known as the Jolly Pokémon.	Lombre
270	Ludicolo is a Water/Grass type Pokémon introduced in Generation 3. It is known as the Carefree Pokémon.	Ludicolo
271	Seedot is a Grass type Pokémon introduced in Generation 3. It is known as the Acorn Pokémon.	Seedot
272	Nuzleaf is a Grass/Dark type Pokémon introduced in Generation 3. It is known as the Wily Pokémon.	Nuzleaf
273	Shiftry is a Grass/Dark type Pokémon introduced in Generation 3. It is known as the Wicked Pokémon.	Shiftry
274	Taillow is a Normal/Flying type Pokémon introduced in Generation 3. It is known as the TinySwallow Pokémon.	Taillow
275	Swellow is a Normal/Flying type Pokémon introduced in Generation 3. It is known as the Swallow Pokémon.	Swellow
276	Wingull is a Water/Flying type Pokémon introduced in Generation 3. It is known as the Seagull Pokémon.	Wingull
277	Pelipper is a Water/Flying type Pokémon introduced in Generation 3. It is known as the Water Bird Pokémon.	Pelipper
278	Ralts is a Psychic/Fairy type Pokémon introduced in Generation 3. It is known as the Feeling Pokémon.	Ralts
279	Kirlia is a Psychic/Fairy type Pokémon introduced in Generation 3. It is known as the Emotion Pokémon.	Kirlia
280	"Gardevoir is a Psychic/Fairy type Pokémon introduced in Generation 3. It is known as the Embrace Pokémon.
Gardevoir has a Mega Evolution, available from X & Y onwards."	Gardevoir
281	Surskit is a Bug/Water type Pokémon introduced in Generation 3. It is known as the Pond Skater Pokémon.	Surskit
282	Masquerain is a Bug/Flying type Pokémon introduced in Generation 3. It is known as the Eyeball Pokémon.	Masquerain
283	Shroomish is a Grass type Pokémon introduced in Generation 3. It is known as the Mushroom Pokémon.	Shroomish
284	Breloom is a Grass/Fighting type Pokémon introduced in Generation 3. It is known as the Mushroom Pokémon.	Breloom
285	Slakoth is a Normal type Pokémon introduced in Generation 3. It is known as the Slacker Pokémon.	Slakoth
286	Vigoroth is a Normal type Pokémon introduced in Generation 3. It is known as the Wild Monkey Pokémon.	Vigoroth
287	Slaking is a Normal type Pokémon introduced in Generation 3. It is known as the Lazy Pokémon.	Slaking
288	Nincada is a Bug/Ground type Pokémon introduced in Generation 3. It is known as the Trainee Pokémon.	Nincada
289	Ninjask is a Bug/Flying type Pokémon introduced in Generation 3. It is known as the Ninja Pokémon.	Ninjask
290	Shedinja is a Bug/Ghost type Pokémon introduced in Generation 3. It is known as the Shed Pokémon.	Shedinja
291	Whismur is a Normal type Pokémon introduced in Generation 3. It is known as the Whisper Pokémon.	Whismur
292	Loudred is a Normal type Pokémon introduced in Generation 3. It is known as the Big Voice Pokémon.	Loudred
293	Exploud is a Normal type Pokémon introduced in Generation 3. It is known as the Loud Noise Pokémon.	Exploud
294	Makuhita is a Fighting type Pokémon introduced in Generation 3. It is known as the Guts Pokémon.	Makuhita
295	Hariyama is a Fighting type Pokémon introduced in Generation 3. It is known as the Arm Thrust Pokémon.	Hariyama
296	Azurill is a Normal/Fairy type Pokémon introduced in Generation 3. It is known as the Polka Dot Pokémon.	Azurill
297	Nosepass is a Rock type Pokémon introduced in Generation 3. It is known as the Compass Pokémon.	Nosepass
298	Skitty is a Normal type Pokémon introduced in Generation 3. It is known as the Kitten Pokémon.	Skitty
299	Delcatty is a Normal type Pokémon introduced in Generation 3. It is known as the Prim Pokémon.	Delcatty
300	"Sableye is a Dark/Ghost type Pokémon introduced in Generation 3. It is known as the Darkness Pokémon.
Sableye has a Mega Evolution, available from Omega Ruby & Alpha Sapphire onwards."	Sableye
301	"Mawile is a Steel/Fairy type Pokémon introduced in Generation 3. It is known as the Deceiver Pokémon.
Mawile has a Mega Evolution, available from X & Y onwards."	Mawile
302	Aron is a Steel/Rock type Pokémon introduced in Generation 3. It is known as the Iron Armor Pokémon.	Aron
303	Lairon is a Steel/Rock type Pokémon introduced in Generation 3. It is known as the Iron Armor Pokémon.	Lairon
304	"Aggron is a Steel/Rock type Pokémon introduced in Generation 3. It is known as the Iron Armor Pokémon.
Aggron has a Mega Evolution, available from X & Y onwards."	Aggron
305	Meditite is a Fighting/Psychic type Pokémon introduced in Generation 3. It is known as the Meditate Pokémon.	Meditite
306	"Medicham is a Fighting/Psychic type Pokémon introduced in Generation 3. It is known as the Meditate Pokémon.
Medicham has a Mega Evolution, available from X & Y onwards."	Medicham
307	Electrike is an Electric type Pokémon introduced in Generation 3. It is known as the Lightning Pokémon.	Electrike
308	"Manectric is an Electric type Pokémon introduced in Generation 3. It is known as the Discharge Pokémon.
Manectric has a Mega Evolution, available from X & Y onwards."	Manectric
309	Plusle is an Electric type Pokémon introduced in Generation 3. It is known as the Cheering Pokémon.	Plusle
310	Minun is an Electric type Pokémon introduced in Generation 3. It is known as the Cheering Pokémon.	Minun
311	Volbeat is a Bug type Pokémon introduced in Generation 3. It is known as the Firefly Pokémon.	Volbeat
312	Illumise is a Bug type Pokémon introduced in Generation 3. It is known as the Firefly Pokémon.	Illumise
313	Roselia is a Grass/Poison type Pokémon introduced in Generation 3. It is known as the Thorn Pokémon.	Roselia
314	Gulpin is a Poison type Pokémon introduced in Generation 3. It is known as the Stomach Pokémon.	Gulpin
315	Swalot is a Poison type Pokémon introduced in Generation 3. It is known as the Poison Bag Pokémon.	Swalot
316	Carvanha is a Water/Dark type Pokémon introduced in Generation 3. It is known as the Savage Pokémon.	Carvanha
317	"Sharpedo is a Water/Dark type Pokémon introduced in Generation 3. It is known as the Brutal Pokémon.
Sharpedo has a Mega Evolution, available from Omega Ruby & Alpha Sapphire onwards."	Sharpedo
318	Wailmer is a Water type Pokémon introduced in Generation 3. It is known as the Ball Whale Pokémon.	Wailmer
319	Wailord is a Water type Pokémon introduced in Generation 3. It is known as the Float Whale Pokémon.	Wailord
320	Numel is a Fire/Ground type Pokémon introduced in Generation 3. It is known as the Numb Pokémon.	Numel
321	"Camerupt is a Fire/Ground type Pokémon introduced in Generation 3. It is known as the Eruption Pokémon.
Camerupt has a Mega Evolution, available from Omega Ruby & Alpha Sapphire onwards."	Camerupt
322	Torkoal is a Fire type Pokémon introduced in Generation 3. It is known as the Coal Pokémon.	Torkoal
323	Spoink is a Psychic type Pokémon introduced in Generation 3. It is known as the Bounce Pokémon.	Spoink
324	Grumpig is a Psychic type Pokémon introduced in Generation 3. It is known as the Manipulate Pokémon.	Grumpig
325	Spinda is a Normal type Pokémon introduced in Generation 3. It is known as the Spot Panda Pokémon.	Spinda
326	Trapinch is a Ground type Pokémon introduced in Generation 3. It is known as the Ant Pit Pokémon.	Trapinch
327	Vibrava is a Ground/Dragon type Pokémon introduced in Generation 3. It is known as the Vibration Pokémon.	Vibrava
328	Flygon is a Ground/Dragon type Pokémon introduced in Generation 3. It is known as the Mystic Pokémon.	Flygon
329	Cacnea is a Grass type Pokémon introduced in Generation 3. It is known as the Cactus Pokémon.	Cacnea
330	Cacturne is a Grass/Dark type Pokémon introduced in Generation 3. It is known as the Scarecrow Pokémon.	Cacturne
331	Swablu is a Normal/Flying type Pokémon introduced in Generation 3. It is known as the Cotton Bird Pokémon.	Swablu
332	"Altaria is a Dragon/Flying type Pokémon introduced in Generation 3. It is known as the Humming Pokémon.
Altaria has a Mega Evolution, available from Omega Ruby & Alpha Sapphire onwards."	Altaria
333	Zangoose is a Normal type Pokémon introduced in Generation 3. It is known as the Cat Ferret Pokémon.	Zangoose
334	Seviper is a Poison type Pokémon introduced in Generation 3. It is known as the Fang Snake Pokémon.	Seviper
335	Lunatone is a Rock/Psychic type Pokémon introduced in Generation 3. It is known as the Meteorite Pokémon.	Lunatone
336	Solrock is a Rock/Psychic type Pokémon introduced in Generation 3. It is known as the Meteorite Pokémon.	Solrock
337	Barboach is a Water/Ground type Pokémon introduced in Generation 3. It is known as the Whiskers Pokémon.	Barboach
338	Whiscash is a Water/Ground type Pokémon introduced in Generation 3. It is known as the Whiskers Pokémon.	Whiscash
339	Corphish is a Water type Pokémon introduced in Generation 3. It is known as the Ruffian Pokémon.	Corphish
340	Crawdaunt is a Water/Dark type Pokémon introduced in Generation 3. It is known as the Rogue Pokémon.	Crawdaunt
341	Baltoy is a Ground/Psychic type Pokémon introduced in Generation 3. It is known as the Clay Doll Pokémon.	Baltoy
342	Claydol is a Ground/Psychic type Pokémon introduced in Generation 3. It is known as the Clay Doll Pokémon.	Claydol
343	Lileep is a Rock/Grass type Pokémon introduced in Generation 3. It is known as the Sea Lily Pokémon.	Lileep
344	Cradily is a Rock/Grass type Pokémon introduced in Generation 3. It is known as the Barnacle Pokémon.	Cradily
345	Anorith is a Rock/Bug type Pokémon introduced in Generation 3. It is known as the Old Shrimp Pokémon.	Anorith
346	Armaldo is a Rock/Bug type Pokémon introduced in Generation 3. It is known as the Plate Pokémon.	Armaldo
347	"Feebas is a Water type Pokémon introduced in Generation 3. It is known as the Fish Pokémon.
Feebas is very rare in Ruby/Sapphire/Emerald, being available by fishing in one of only six random squares on Route 119. Similarly in Diamond/Pearl/Platinum it can only be found in one of four random squares in Mt. Coronet.
Feebas also has a unique evolution. In RSE, DPPt and Omega Ruby/Alpha Sapphire it will evolve into Milotic by maximizing its Beauty stat with Poffins. From Black/White onwards Feebas will evolve when traded holding a Prism Scale, however it can also evolve if migrated from an earlier game already having maximum Beauty."	Feebas
348	"Milotic is a Water type Pokémon introduced in Generation 3. It is known as the Tender Pokémon.
Milotic evolves from Feebas when traded holding a Prism Scale or, prior to Black/White, by maximizing its Beauty stat with Poffins."	Milotic
349	Castform is a Normal type Pokémon introduced in Generation 3. It is known as the Weather Pokémon.	Castform
350	Kecleon is a Normal type Pokémon introduced in Generation 3. It is known as the Color Swap Pokémon.	Kecleon
351	Shuppet is a Ghost type Pokémon introduced in Generation 3. It is known as the Puppet Pokémon.	Shuppet
352	"Banette is a Ghost type Pokémon introduced in Generation 3. It is known as the Marionette Pokémon.
Banette has a Mega Evolution, available from X & Y onwards."	Banette
353	Duskull is a Ghost type Pokémon introduced in Generation 3. It is known as the Requiem Pokémon.	Duskull
354	Dusclops is a Ghost type Pokémon introduced in Generation 3. It is known as the Beckon Pokémon.	Dusclops
355	Tropius is a Grass/Flying type Pokémon introduced in Generation 3. It is known as the Fruit Pokémon.	Tropius
356	Chimecho is a Psychic type Pokémon introduced in Generation 3. It is known as the Wind Chime Pokémon.	Chimecho
357	"Absol is a Dark type Pokémon introduced in Generation 3. It is known as the Disaster Pokémon.
Absol has a Mega Evolution, available from X & Y onwards."	Absol
358	Wynaut is a Psychic type Pokémon introduced in Generation 3. It is known as the Bright Pokémon.	Wynaut
359	Snorunt is an Ice type Pokémon introduced in Generation 3. It is known as the Snow Hat Pokémon.	Snorunt
360	"Glalie is an Ice type Pokémon introduced in Generation 3. It is known as the Face Pokémon.
Glalie has a Mega Evolution, available from Omega Ruby & Alpha Sapphire onwards."	Glalie
361	Spheal is an Ice/Water type Pokémon introduced in Generation 3. It is known as the Clap Pokémon.	Spheal
362	Sealeo is an Ice/Water type Pokémon introduced in Generation 3. It is known as the Ball Roll Pokémon.	Sealeo
363	Walrein is an Ice/Water type Pokémon introduced in Generation 3. It is known as the Ice Break Pokémon.	Walrein
364	Clamperl is a Water type Pokémon introduced in Generation 3. It is known as the Bivalve Pokémon.	Clamperl
365	Huntail is a Water type Pokémon introduced in Generation 3. It is known as the Deep Sea Pokémon.	Huntail
366	Gorebyss is a Water type Pokémon introduced in Generation 3. It is known as the South Sea Pokémon.	Gorebyss
367	Relicanth is a Water/Rock type Pokémon introduced in Generation 3. It is known as the Longevity Pokémon.	Relicanth
368	Luvdisc is a Water type Pokémon introduced in Generation 3. It is known as the Rendezvous Pokémon.	Luvdisc
369	Bagon is a Dragon type Pokémon introduced in Generation 3. It is known as the Rock Head Pokémon.	Bagon
370	Shelgon is a Dragon type Pokémon introduced in Generation 3. It is known as the Endurance Pokémon.	Shelgon
371	"Salamence is a Dragon/Flying type Pokémon introduced in Generation 3. It is known as the Dragon Pokémon.
Salamence has a Mega Evolution, available from Omega Ruby & Alpha Sapphire onwards."	Salamence
372	Beldum is a Steel/Psychic type Pokémon introduced in Generation 3. It is known as the Iron Ball Pokémon.	Beldum
373	Metang is a Steel/Psychic type Pokémon introduced in Generation 3. It is known as the Iron Claw Pokémon.	Metang
374	"Metagross is a Steel/Psychic type Pokémon introduced in Generation 3. It is known as the Iron Leg Pokémon.
Metagross has a Mega Evolution, available from Omega Ruby & Alpha Sapphire onwards."	Metagross
375	Regirock is a Rock type Pokémon introduced in Generation 3. It is known as the Rock Peak Pokémon.	Regirock
376	Regice is an Ice type Pokémon introduced in Generation 3. It is known as the Iceberg Pokémon.	Regice
377	Registeel is a Steel type Pokémon introduced in Generation 3. It is known as the Iron Pokémon.	Registeel
378	"Latias is a Dragon/Psychic type Pokémon introduced in Generation 3. It is known as the Eon Pokémon.
Latias has a Mega Evolution, available from Omega Ruby & Alpha Sapphire onwards."	Latias
379	"Latios is a Dragon/Psychic type Pokémon introduced in Generation 3. It is known as the Eon Pokémon.
Latios has a Mega Evolution, available from Omega Ruby & Alpha Sapphire onwards."	Latios
380	Kyogre is a Water type Pokémon introduced in Generation 3. It is known as the Sea Basin Pokémon.	Kyogre
381	Groudon is a Ground type Pokémon introduced in Generation 3. It is known as the Continent Pokémon.	Groudon
382	"Rayquaza is a Dragon/Flying type Pokémon introduced in Generation 3. It is known as the Sky High Pokémon.
Rayquaza has a Mega Evolution, available from Omega Ruby & Alpha Sapphire onwards."	Rayquaza
383	Jirachi is a Steel/Psychic type Pokémon introduced in Generation 3. It is known as the Wish Pokémon.	Jirachi
384	Deoxys is a Psychic type Pokémon introduced in Generation 3. It is known as the DNA Pokémon.	Deoxys
385	Turtwig is a Grass type Pokémon introduced in Generation 4. It is known as the Tiny Leaf Pokémon.	Turtwig
386	Grotle is a Grass type Pokémon introduced in Generation 4. It is known as the Grove Pokémon.	Grotle
387	Torterra is a Grass/Ground type Pokémon introduced in Generation 4. It is known as the Continent Pokémon.	Torterra
388	Chimchar is a Fire type Pokémon introduced in Generation 4. It is known as the Chimp Pokémon.	Chimchar
389	Monferno is a Fire/Fighting type Pokémon introduced in Generation 4. It is known as the Playful Pokémon.	Monferno
390	Infernape is a Fire/Fighting type Pokémon introduced in Generation 4. It is known as the Flame Pokémon.	Infernape
391	Piplup is a Water type Pokémon introduced in Generation 4. It is known as the Penguin Pokémon.	Piplup
392	Prinplup is a Water type Pokémon introduced in Generation 4. It is known as the Penguin Pokémon.	Prinplup
393	Empoleon is a Water/Steel type Pokémon introduced in Generation 4. It is known as the Emperor Pokémon.	Empoleon
394	Starly is a Normal/Flying type Pokémon introduced in Generation 4. It is known as the Starling Pokémon.	Starly
395	Staravia is a Normal/Flying type Pokémon introduced in Generation 4. It is known as the Starling Pokémon.	Staravia
396	Staraptor is a Normal/Flying type Pokémon introduced in Generation 4. It is known as the Predator Pokémon.	Staraptor
397	Bidoof is a Normal type Pokémon introduced in Generation 4. It is known as the Plump Mouse Pokémon.	Bidoof
398	Bibarel is a Normal/Water type Pokémon introduced in Generation 4. It is known as the Beaver Pokémon.	Bibarel
399	Kricketot is a Bug type Pokémon introduced in Generation 4. It is known as the Cricket Pokémon.	Kricketot
400	Kricketune is a Bug type Pokémon introduced in Generation 4. It is known as the Cricket Pokémon.	Kricketune
401	Shinx is an Electric type Pokémon introduced in Generation 4. It is known as the Flash Pokémon.	Shinx
402	Luxio is an Electric type Pokémon introduced in Generation 4. It is known as the Spark Pokémon.	Luxio
403	Luxray is an Electric type Pokémon introduced in Generation 4. It is known as the Gleam Eyes Pokémon.	Luxray
404	Budew is a Grass/Poison type Pokémon introduced in Generation 4. It is known as the Bud Pokémon.	Budew
405	Roserade is a Grass/Poison type Pokémon introduced in Generation 4. It is known as the Bouquet Pokémon.	Roserade
406	Cranidos is a Rock type Pokémon introduced in Generation 4. It is known as the Head Butt Pokémon.	Cranidos
407	Rampardos is a Rock type Pokémon introduced in Generation 4. It is known as the Head Butt Pokémon.	Rampardos
408	Shieldon is a Rock/Steel type Pokémon introduced in Generation 4. It is known as the Shield Pokémon.	Shieldon
409	Bastiodon is a Rock/Steel type Pokémon introduced in Generation 4. It is known as the Shield Pokémon.	Bastiodon
410	Burmy is a Bug type Pokémon introduced in Generation 4. It is known as the Bagworm Pokémon.	Burmy
411	Wormadam is a Bug/Grass type Pokémon introduced in Generation 4. It is known as the Bagworm Pokémon.	Wormadam
412	Mothim is a Bug/Flying type Pokémon introduced in Generation 4. It is known as the Moth Pokémon.	Mothim
413	Combee is a Bug/Flying type Pokémon introduced in Generation 4. It is known as the Tiny Bee Pokémon.	Combee
414	Vespiquen is a Bug/Flying type Pokémon introduced in Generation 4. It is known as the Beehive Pokémon.	Vespiquen
415	Pachirisu is an Electric type Pokémon introduced in Generation 4. It is known as the EleSquirrel Pokémon.	Pachirisu
416	Buizel is a Water type Pokémon introduced in Generation 4. It is known as the Sea Weasel Pokémon.	Buizel
417	Floatzel is a Water type Pokémon introduced in Generation 4. It is known as the Sea Weasel Pokémon.	Floatzel
418	Cherubi is a Grass type Pokémon introduced in Generation 4. It is known as the Cherry Pokémon.	Cherubi
419	Cherrim is a Grass type Pokémon introduced in Generation 4. It is known as the Blossom Pokémon.	Cherrim
420	Shellos is a Water type Pokémon introduced in Generation 4. It is known as the Sea Slug Pokémon.	Shellos
421	Gastrodon is a Water/Ground type Pokémon introduced in Generation 4. It is known as the Sea Slug Pokémon.	Gastrodon
422	Ambipom is a Normal type Pokémon introduced in Generation 4. It is known as the Long Tail Pokémon.	Ambipom
423	Drifloon is a Ghost/Flying type Pokémon introduced in Generation 4. It is known as the Balloon Pokémon.	Drifloon
424	Drifblim is a Ghost/Flying type Pokémon introduced in Generation 4. It is known as the Blimp Pokémon.	Drifblim
425	Buneary is a Normal type Pokémon introduced in Generation 4. It is known as the Rabbit Pokémon.	Buneary
426	"Lopunny is a Normal type Pokémon introduced in Generation 4. It is known as the Rabbit Pokémon.
Lopunny has a Mega Evolution, available from Omega Ruby & Alpha Sapphire onwards."	Lopunny
427	Mismagius is a Ghost type Pokémon introduced in Generation 4. It is known as the Magical Pokémon.	Mismagius
428	Honchkrow is a Dark/Flying type Pokémon introduced in Generation 4. It is known as the Big Boss Pokémon.	Honchkrow
429	Glameow is a Normal type Pokémon introduced in Generation 4. It is known as the Catty Pokémon.	Glameow
430	Purugly is a Normal type Pokémon introduced in Generation 4. It is known as the Tiger Cat Pokémon.	Purugly
431	Chingling is a Psychic type Pokémon introduced in Generation 4. It is known as the Bell Pokémon.	Chingling
432	Stunky is a Poison/Dark type Pokémon introduced in Generation 4. It is known as the Skunk Pokémon.	Stunky
433	Skuntank is a Poison/Dark type Pokémon introduced in Generation 4. It is known as the Skunk Pokémon.	Skuntank
434	Bronzor is a Steel/Psychic type Pokémon introduced in Generation 4. It is known as the Bronze Pokémon.	Bronzor
435	Bronzong is a Steel/Psychic type Pokémon introduced in Generation 4. It is known as the Bronze Bell Pokémon.	Bronzong
436	Bonsly is a Rock type Pokémon introduced in Generation 4. It is known as the Bonsai Pokémon.	Bonsly
437	Mime Jr. is a Psychic/Fairy type Pokémon introduced in Generation 4. It is known as the Mime Pokémon.	Mime Jr.
438	Happiny is a Normal type Pokémon introduced in Generation 4. It is known as the Playhouse Pokémon.	Happiny
439	Chatot is a Normal/Flying type Pokémon introduced in Generation 4. It is known as the Music Note Pokémon.	Chatot
440	Spiritomb is a Ghost/Dark type Pokémon introduced in Generation 4. It is known as the Forbidden Pokémon.	Spiritomb
441	Gible is a Dragon/Ground type Pokémon introduced in Generation 4. It is known as the Land Shark Pokémon.	Gible
442	Gabite is a Dragon/Ground type Pokémon introduced in Generation 4. It is known as the Cave Pokémon.	Gabite
443	"Garchomp is a Dragon/Ground type Pokémon introduced in Generation 4. It is known as the Mach Pokémon.
Garchomp has a Mega Evolution, available from X & Y onwards."	Garchomp
444	Munchlax is a Normal type Pokémon introduced in Generation 4. It is known as the Big Eater Pokémon.	Munchlax
445	Riolu is a Fighting type Pokémon introduced in Generation 4. It is known as the Emanation Pokémon.	Riolu
446	"Lucario is a Fighting/Steel type Pokémon introduced in Generation 4. It is known as the Aura Pokémon.
Lucario has a Mega Evolution, available from X & Y onwards."	Lucario
447	Hippopotas is a Ground type Pokémon introduced in Generation 4. It is known as the Hippo Pokémon.	Hippopotas
448	Hippowdon is a Ground type Pokémon introduced in Generation 4. It is known as the Heavyweight Pokémon.	Hippowdon
449	Skorupi is a Poison/Bug type Pokémon introduced in Generation 4. It is known as the Scorpion Pokémon.	Skorupi
450	"Drapion is a Poison/Dark type Pokémon introduced in Generation 4. It is known as the Ogre Scorp Pokémon.
Drapion is a purple, scorpion-like Pokémon. Its body is segmented and it stands on four pointed legs. It has two large claws at the front, the tips of which release poison, and a similar large pincer on its tail. It can rotate its head 180 degrees. Drapion typically reside in the desert, although they have been spotted in marshland.
Although Drapion is Poison/Dark type, it evolves from Skorupi which is Poison/Bug type, thus loses its Bug type upon evolution - a rare occurrence for Pokémon."	Drapion
451	Croagunk is a Poison/Fighting type Pokémon introduced in Generation 4. It is known as the Toxic Mouth Pokémon.	Croagunk
452	Toxicroak is a Poison/Fighting type Pokémon introduced in Generation 4. It is known as the Toxic Mouth Pokémon.	Toxicroak
453	Carnivine is a Grass type Pokémon introduced in Generation 4. It is known as the Bug Catcher Pokémon.	Carnivine
454	Finneon is a Water type Pokémon introduced in Generation 4. It is known as the Wing Fish Pokémon.	Finneon
455	Lumineon is a Water type Pokémon introduced in Generation 4. It is known as the Neon Pokémon.	Lumineon
456	Mantyke is a Water/Flying type Pokémon introduced in Generation 4. It is known as the Kite Pokémon.	Mantyke
457	Snover is a Grass/Ice type Pokémon introduced in Generation 4. It is known as the Frost Tree Pokémon.	Snover
458	"Abomasnow is a Grass/Ice type Pokémon introduced in Generation 4. It is known as the Frost Tree Pokémon.
Abomasnow has a Mega Evolution, available from X & Y onwards."	Abomasnow
459	Weavile is a Dark/Ice type Pokémon introduced in Generation 4. It is known as the Sharp Claw Pokémon.	Weavile
460	Magnezone is an Electric/Steel type Pokémon introduced in Generation 4. It is known as the Magnet Area Pokémon.	Magnezone
461	Lickilicky is a Normal type Pokémon introduced in Generation 4. It is known as the Licking Pokémon.	Lickilicky
462	Rhyperior is a Ground/Rock type Pokémon introduced in Generation 4. It is known as the Drill Pokémon.	Rhyperior
463	Tangrowth is a Grass type Pokémon introduced in Generation 4. It is known as the Vine Pokémon.	Tangrowth
464	Electivire is an Electric type Pokémon introduced in Generation 4. It is known as the Thunderbolt Pokémon.	Electivire
465	Magmortar is a Fire type Pokémon introduced in Generation 4. It is known as the Blast Pokémon.	Magmortar
466	Togekiss is a Fairy/Flying type Pokémon introduced in Generation 4. It is known as the Jubilee Pokémon.	Togekiss
467	Yanmega is a Bug/Flying type Pokémon introduced in Generation 4. It is known as the Ogre Darner Pokémon.	Yanmega
468	Leafeon is a Grass type Pokémon introduced in Generation 4. It is known as the Verdant Pokémon.	Leafeon
469	Glaceon is an Ice type Pokémon introduced in Generation 4. It is known as the Fresh Snow Pokémon.	Glaceon
470	Gliscor is a Ground/Flying type Pokémon introduced in Generation 4. It is known as the Fang Scorp Pokémon.	Gliscor
471	Mamoswine is an Ice/Ground type Pokémon introduced in Generation 4. It is known as the Twin Tusk Pokémon.	Mamoswine
472	Porygon-Z is a Normal type Pokémon introduced in Generation 4. It is known as the Virtual Pokémon.	Porygon-Z
473	"Gallade is a Psychic/Fighting type Pokémon introduced in Generation 4. It is known as the Blade Pokémon.
Gallade has a Mega Evolution, available from Omega Ruby & Alpha Sapphire onwards."	Gallade
474	Probopass is a Rock/Steel type Pokémon introduced in Generation 4. It is known as the Compass Pokémon.	Probopass
475	Dusknoir is a Ghost type Pokémon introduced in Generation 4. It is known as the Gripper Pokémon.	Dusknoir
476	Froslass is an Ice/Ghost type Pokémon introduced in Generation 4. It is known as the Snow Land Pokémon.	Froslass
477	"Rotom is an Electric/Ghost type Pokémon introduced in Generation 4. It is known as the Plasma Pokémon.
Rotom has 5 alternate forms introduced in Pokémon Platinum. Rotom transforms when it possesses different household appliances: an oven (Heat Rotom), a washing machine (Wash Rotom), a refrigerator (Frost Rotom), a fan (Fan Rotom), and a lawnmower (Mow Rotom).
In Generation 4, all Rotom forms were Electric/Ghost type. From Generation 5 onwards, they each have their own secondary type."	Rotom
478	Uxie is a Psychic type Pokémon introduced in Generation 4. It is known as the Knowledge Pokémon.	Uxie
479	Mesprit is a Psychic type Pokémon introduced in Generation 4. It is known as the Emotion Pokémon.	Mesprit
480	Azelf is a Psychic type Pokémon introduced in Generation 4. It is known as the Willpower Pokémon.	Azelf
481	Dialga is a Steel/Dragon type Pokémon introduced in Generation 4. It is known as the Temporal Pokémon.	Dialga
482	Palkia is a Water/Dragon type Pokémon introduced in Generation 4. It is known as the Spatial Pokémon.	Palkia
483	Heatran is a Fire/Steel type Pokémon introduced in Generation 4. It is known as the Lava Dome Pokémon.	Heatran
484	Regigigas is a Normal type Pokémon introduced in Generation 4. It is known as the Colossal Pokémon.	Regigigas
485	Giratina is a Ghost/Dragon type Pokémon introduced in Generation 4. It is known as the Renegade Pokémon.	Giratina
486	Cresselia is a Psychic type Pokémon introduced in Generation 4. It is known as the Lunar Pokémon.	Cresselia
487	Phione is a Water type Pokémon introduced in Generation 4. It is known as the Sea Drifter Pokémon.	Phione
